Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"Chanin Witheesawas, Suphakant Phimoltares","Winner Prediction Model for Basketball Matches Based on Statistical Data of Teams, Players, and Line-ups",2024,"2024 IEEE 3rd Conference on Information Technology and Data Science (CITDS)","IEEE","https://doi.org/10.1109/citds62610.2024.10791348","",173,"2025-02-06 14:28:58","proceedings-article","10.1109/citds62610.2024.10791348","","",,,1,6,0,0.00,0,2,1,"","http://xplorestaging.ieee.org/ielx8/10791323/10791342/10791348.pdf?arnumber=10791348",""
0,"Alyson Wilson, Matthew Schmidt, Lara Schmidt, Brent Winter","Immersive Collaboration on Data Science for Intelligence Analysis",2019,"Harvard Data Science Review","MIT Press","https://doi.org/10.1162/99608f92.4a9eef8d","",175,"2025-02-06 14:28:58","journal-article","10.1162/99608f92.4a9eef8d","","",,,,,0,0.00,0,4,6,"","",""
0,"Jun Yan","Editorial: A Reformed Journal of Data Science for the Era of Data Science",2021,"Journal of Data Science","School of Statistics, Renmin University of China","https://doi.org/10.6339/jds.202007_18(3).0001","",176,"2025-02-06 14:28:58","journal-article","10.6339/jds.202007_18(3).0001","1680-743X","",,,405,406,0,0.00,0,1,4,"","",""
0,"Patrick Bangert","Data science, statistics, and time series",2021,"Machine Learning and Data Science in the Power Generation Industry","Elsevier","https://doi.org/10.1016/b978-0-12-819742-4.00002-0","",177,"2025-02-06 14:28:58","book-chapter","10.1016/b978-0-12-819742-4.00002-0","","",,,13,40,0,0.00,0,1,4,"","https://api.elsevier.com/content/article/PII:B9780128197424000020",""
0,"Haiko van der Voort","Data science als de eeuwige belofte?",2018,"Tijdschrift voor Toezicht","Boom Uitgevers Den Haag","https://doi.org/10.5553/tvt/187987052018009002008","",178,"2025-02-06 14:28:58","journal-article","10.5553/tvt/187987052018009002008","1879-8705","",9,2,79,85,0,0.00,0,1,7,"","",""
0,"","Introduction to Geographical Data Science and Spatial Data Analytics",2021,"Geographical Data Science and Spatial Data Analysis: An Introduction in R","SAGE Publications Ltd","https://doi.org/10.4135/9781526485465.n1","",179,"2025-02-06 14:28:58","book-chapter","10.4135/9781526485465.n1","","",,,1,34,0,0.00,0,0,4,"","",""
0,"","Big Data and Data Visualization in the Study of the Science of Science",2022,"","SAGE Publications, Ltd.","https://doi.org/10.4135/9781529602272","",183,"2025-02-06 14:28:58","","10.4135/9781529602272","","",,,,,0,0.00,0,0,3,"","",""
0,"Bhavani Thuraisngham, Murat Kantarcioglu, Latifur Khan","Cloud-Based Data Science for Malware Detection",2022,"Secure Data Science","CRC Press","https://doi.org/10.1201/9781003081845-13","",185,"2025-02-06 14:28:58","book-chapter","10.1201/9781003081845-13","","",,,127,143,0,0.00,0,3,3,"","",""
0,"Michele Dalponte, Lorenzo Frizzera, Damiano Gianelle","NEON NIST data science evaluation challenge: methods and results of team FEM",2018,"","PeerJ","https://doi.org/10.7287/peerj.preprints.26973","",186,"2025-02-06 14:28:58","posted-content","10.7287/peerj.preprints.26973","","",,,,,0,0.00,0,3,7,"An international data science challenge, called NEON NIST data science evaluation, was set up in autumn 2017 with the goal to improve the use of remote sensing data in ecological applications. The competition was divided into three tasks: 1) segmentation of tree crowns; 2) data alignment; and 3) tree species classification. In this paper the methods and results of team FEM in the NEON NIST data science evaluation challenge are presented. The individual tree crown (ITC) segmentation (Task 1 of the challenge) was done using a region growing method applied to a near-infrared band of the hyperspectral images. The optimization of the parameters of the segmentation algorithm was done in a supervised way on the basis of the Jaccard score using the training set provided by the organizers. The alignment (Task 2) between the segmented ITCs and the ground measured trees was done using an Euclidean distance among the position, the height, and the crown radius of the ITCs and the ground trees. The classification (Task 3) was performed using a Support Vector Machine classifier applied to a selection of the hyperspectral bands. The selection of the bands was done using a Sequential Forward Floating Selection method and the Jeffries Matusita distance. The results in the three tasks were very promising: team FEM ranked first in Task 1 and 2, and second in Task 3. The segmentation results showed that the proposed approach segmented both small and large crowns. The alignment was correctly done for all the test samples. The classification results were good, even if the accuracy was biased towards the most represented species.","https://peerj.com/preprints/26973.pdf",""
0,"","Background of Data Science",2021,"Data Science in Theory and Practice","Wiley","https://doi.org/10.1002/9781119674757.ch1","",187,"2025-02-06 14:28:58","other","10.1002/9781119674757.ch1","","",,,1,6,0,0.00,0,0,4,"","https://onlinelibrary.wiley.com/doi/pdf/10.1002/9781119674757.ch1",""
0,"","The Process of Data Science",2020,"Practical Data Science for Information Professionals","Facet","https://doi.org/10.29085/9781783303465.004","",188,"2025-02-06 14:28:58","other","10.29085/9781783303465.004","","",,,39,54,0,0.00,0,0,5,"","",""
0,"","Data Science Is Transdisciplinary",2022,"Data Science in Context","Cambridge University Press","https://doi.org/10.1017/9781009272230.004","",189,"2025-02-06 14:28:58","book-chapter","10.1017/9781009272230.004","","",,,29,36,0,0.00,0,0,3,"","",""
0,"Hongyu Zhao","Insightful Data Science",2020,"Harvard Data Science Review","MIT Press","https://doi.org/10.1162/99608f92.34d1d59e","",191,"2025-02-06 14:28:58","journal-article","10.1162/99608f92.34d1d59e","","",,,,,0,0.00,0,1,5,"","",""
0,"Juana Sanchez","Improving the Teaching and Learning of Data Science, Statistical Literacy and the Science of Data",2024,"Journal of Statistics and Data Science Education","Informa UK Limited","https://doi.org/10.1080/26939169.2024.2426950","",192,"2025-02-06 14:28:58","journal-article","10.1080/26939169.2024.2426950","2693-9169","",33,1,1,2,0,0.00,0,1,1,"","https://www.tandfonline.com/doi/pdf/10.1080/26939169.2024.2426950",""
0,"","22 Leistungsstarke Teams schaffen",2025,"Handbuch Data Science und KI","Carl Hanser Verlag GmbH & Co. KG","https://doi.org/10.3139/9783446480728.022","",196,"2025-02-06 14:28:58","book-chapter","10.3139/9783446480728.022","","",,,822,853,0,0.00,0,0,1,"","",""
0,"","Foundations of Data Science",2022,"Data Science in Context","Cambridge University Press","https://doi.org/10.1017/9781009272230.003","",198,"2025-02-06 14:28:58","book-chapter","10.1017/9781009272230.003","","",,,7,28,0,0.00,0,0,3,"","",""
0,"Nana Liu","Data Science on a Future Quantum Internet",2022,"Harvard Data Science Review","MIT Press","https://doi.org/10.1162/99608f92.32fa682f","",199,"2025-02-06 14:28:58","journal-article","10.1162/99608f92.32fa682f","","",,,,,0,0.00,0,1,3,"","",""
0,"","REGULATING DATA SCIENCE",2018,"Research Handbook in Data Science and Law","Edward Elgar Publishing","https://doi.org/10.4337/9781788111300.00008","",200,"2025-02-06 14:28:58","other","10.4337/9781788111300.00008","","",,,16,16,0,0.00,0,0,7,"","",""
0,"Stephan Kuehnel, Uwe Neuhaus, Jens Kaufmann, Michael Schulz, Emal M. Alekozai","Using the Data Science Process Model Version 1.1 (DASC-PM v1.1) for Executing Data Science Projects: Procedures, Competencies, and Roles",2023,"Apply Data Science","Springer Fachmedien Wiesbaden","https://doi.org/10.1007/978-3-658-38798-3_8","",201,"2025-02-06 14:28:58","book-chapter","10.1007/978-3-658-38798-3_8","","",,,119,134,0,0.00,0,5,2,"","https://link.springer.com/content/pdf/10.1007/978-3-658-38798-3_8",""
0,"Md. Robel, Md. Ashikur Rahman Khan, Ishtiaq Ahammad, Md. Mahbubul Alam, Kamrul Hasan","Cricket Players Selection for National Team and Franchise League using Machine Learning Algorithms",2023,"Cloud Computing and Data Science","Universal Wiser Publisher Pte. Ltd","https://doi.org/10.37256/ccds.5120243741","",202,"2025-02-06 14:28:58","journal-article","10.37256/ccds.5120243741","2737-4092","",,,108,139,0,0.00,0,5,2,"Cricket player selection is a crucial task for both national teams and franchise leagues. Traditionally, selectors rely on their experience and knowledge to evaluate a player's physical fitness, batting, and bowling performance. However, with the advancements in machine learning algorithms, it is possible to automate and improve the selection process. In this research, a Machine Learning (ML)-based approach is proposed for cricket player selection. This approach uses a combination of physical fitness data, batting and bowling statistics, and other relevant metrics to create a comprehensive player profile. Then three ML algorithms-linear regression, support vector regression, and random forests-are employed to identify the most promising players. Data is collected on a large number of cricket players and their performance in national and franchise leagues from the two most prominent cricket websites, espncricinfo, and cricbuzz, to evaluate the proposed approach. Then the proposed approach trained and tested the ML models on this data and compared their accuracy and performance. Based on the performance scores obtained from these models, two squads are selected for the national team and one squad for each franchise league team. The results demonstrate that the proposed approach can significantly improve the selection process and identify players with high potential. Furthermore, results found that the support vector regression algorithm outperformed other ML models in terms of prediction and player selection.","https://ojs.wiserpub.com/index.php/CCDS/article/download/3741/1781",""
0,"","28 Data science libraries",2020,"Data Science in Chemistry","De Gruyter","https://doi.org/10.1515/9783110629453-028","",205,"2025-02-06 14:28:58","book-chapter","10.1515/9783110629453-028","","",,,143,144,0,0.00,0,0,5,"","https://www.degruyter.com/view/book/9783110629453/10.1515/9783110629453-028.xml",""
0,"Sonia Bressler","Fondements et enjeux de la data-philosophie",2020,"Management &amp; Data Science","Management et Data Science","https://doi.org/10.36863/mds.a.13148","",209,"2025-02-06 14:28:58","journal-article","10.36863/mds.a.13148","2555-7033","",,,,,0,0.00,0,1,5,"Aborder la “data” se fait principalement de façon “technique”, en lien avec soit la programmation algorithmique, soit la question matérielle (outils de collecte ou outils de conservations). Peu de travaux questionnent la notion même de “data”. Encore moins d’articles existent sur la data abordée de façon philosophique. Dans cet article, nous tâchons de mettre en lien la “data” et la “philosophie”. Pour cela, nous nous appuierons sur la question du “critère du réel”. En posant la question de la “data” comme un “critère de réalité” potentiel, nous entrons dans l’exercice philosophique. Nous cherchons ici à fonder la “data-philosophie” et ses enjeux. Nous en venons à poser les quatre champs opératiques de la Data-Philosophie : ontologie, épistémologie, praxis et éthique de la data.","",""
0,"Gary Smith, Jay Cordes","Torturing Data",2019,"The 9 Pitfalls of Data Science","Oxford University Press","https://doi.org/10.1093/oso/9780198844396.003.0006","",210,"2025-02-06 14:28:58","book-chapter","10.1093/oso/9780198844396.003.0006","","",,,111,126,0,0.00,0,2,6,"<p>Researchers seeking fame and funding may be tempted to go on fishing expeditions (p-hacking) or to torture the data to find novel, provocative results that will be picked up by the popular media. Provocative findings are provocative because they are novel and unexpected, and they are often novel and unexpected because they are simply not true. The publication effect (or the file drawer effect) keeps the failures hidden and have created a replication crisis. Research that gets reported in the popular media is often wrong—which fools people and undermines the credibility of scientific research.</p>","",""
0,"","Foundations of Data Science",2022,"Data Science in Context","Cambridge University Press","https://doi.org/10.1017/9781009272230.003","",211,"2025-02-06 14:28:58","book-chapter","10.1017/9781009272230.003","","",,,7,28,0,0.00,0,0,3,"","",""
0,"Nana Liu","Data Science on a Future Quantum Internet",2022,"Harvard Data Science Review","MIT Press","https://doi.org/10.1162/99608f92.32fa682f","",212,"2025-02-06 14:28:58","journal-article","10.1162/99608f92.32fa682f","","",,,,,0,0.00,0,1,3,"","",""
0,"","REGULATING DATA SCIENCE",2018,"Research Handbook in Data Science and Law","Edward Elgar Publishing","https://doi.org/10.4337/9781788111300.00008","",213,"2025-02-06 14:28:58","other","10.4337/9781788111300.00008","","",,,16,16,0,0.00,0,0,7,"","",""
0,"Arbel Yaniv, Yuval Beck","Forecast uncertainties real-time data-driven compensation scheme for optimal storage control",2025,"Data Science and Management","Elsevier BV","https://doi.org/10.1016/j.dsm.2024.07.002","",214,"2025-02-06 14:28:58","journal-article","10.1016/j.dsm.2024.07.002","2666-7649","",8,1,59,71,0,0.00,0,2,1,"","https://api.elsevier.com/content/article/PII:S2666764924000353",""
0,"","Open‐Source Tools for Data Science",2024,"Data Science Fundamentals with R, Python, and Open Data","Wiley","https://doi.org/10.1002/9781394213276.ch1","",215,"2025-02-06 14:28:58","other","10.1002/9781394213276.ch1","","",,,1,11,0,0.00,0,0,1,"","https://onlinelibrary.wiley.com/doi/pdf/10.1002/9781394213276.ch1",""
0,"Jeroen de Mast, Joran Lokkerbol","DAPS diagrams for defining Data Science projects",2024,"Journal of Big Data","Springer Science and Business Media LLC","https://doi.org/10.1186/s40537-024-00916-7","",216,"2025-02-06 14:28:58","journal-article","10.1186/s40537-024-00916-7","2196-1115","",11,1,,,0,0.00,0,2,1,"Background: Models for structuring big-data and data-analytics projects typically start with a definition of the project’s goals and the business value they are expected to create. The literature identifies proper project definition as crucial for a project’s success, and also recognizes that the translation of business objectives into data-analytic problems is a difficult task. Unfortunately, common project structures, such as CRISP-DM, provide little guidance for this crucial stage when compared to subsequent project stages such as data preparation and modeling. Contribution: This paper contributes structure to the project-definition stage of data-analytic projects by proposing the Data-Analytic Problem Structure (DAPS). The diagrammatic technique facilitates the collaborative development of a consistent and precise definition of a data-analytic problem, and the articulation of how it contributes to the organization’s goals. In addition, the technique helps to identify important assumptions, and to break down large ambitions in manageable subprojects. Methods: The semi-formal specification technique took other models for problem structuring — common in fields such as operations research and business analytics — as a point of departure. The proposed technique was applied in 47 real data-analytic projects and refined based on the results, following a design-science approach.","https://link.springer.com/content/pdf/10.1186/s40537-024-00916-7.pdf",""
0,"S Watari","Erratum: Space Weather and Real-Time Monitoring [Data Science Journal, Volume 8, 30 March 2009. S78-S84]",2009,"Data Science Journal","Ubiquity Press, Ltd.","https://doi.org/10.2481/dsj.8-s501","",217,"2025-02-06 14:28:58","journal-article","10.2481/dsj.8-s501","1683-1470","",8,,,,0,0.00,0,1,16,"","https://doi.org/10.2481/dsj.8-S501",""
0,"Jiao Song, Elizabeth Elliot, Andrew Morris, Joannes Kerssens, Ashley Akbari, Simon Thompson, Ronan Lyons","Distributed team health data science in risk of non-Vitamin K Oral Anticoagulant after Intracranial Haemorrhage",2018,"International Journal of Population Data Science","Swansea University","https://doi.org/10.23889/ijpds.v3i4.784","",219,"2025-02-06 14:28:58","journal-article","10.23889/ijpds.v3i4.784","2399-4908","",3,4,,,0,0.00,0,7,7,"IntroductionNew non-vitamin K Target Specific Oral Anticoagulants (TSOACs) have a favourable risk-benefit profile and debatable cost effectiveness. Large numbers and data from multiple countries in a European study are required to investigate safety issue of TSOACs in subgroups, e.g. people with an intracranial haemorrhage. Objectives and ApproachWe developed an approach to rapidly replicate data and analyses to support cross-country distributed research within the UK/EU using Electronic Health Records (EHRs). This project was conceptualised and initialled by linking relevant datasets held in multiple data warehouses, in Scotland with the Scottish National Data Safe Haven, and in Wales through the Secure Anonymised Information Linkage (SAIL) databank. Analysts in Edinburgh and Swansea had remote access to each other’s datasets and worked collaboratively to harmonise variables and analysis scripts. . A common R code script has been produced to harmonise individual data as well as the outputs from the study. ResultsThe study screened data on 8M people to develop a cohort that included pseudonymised information of 4,153 individuals in Scotland and 2,676 individuals in Wales, 6,829 individuals in total. Standardised risk analyses were completed in both settings with ongoing work in combining the analyses. In Wales, 39.5% of the patients in the cohort had been admitted to hospitals due to serious vascular events or died caused by these events, after intracranial haemorrhage. Incident rates for male and female are 0.63 and 0.7 respectively. Within the cohort, 0.5% were prescribed with TSOACs and 3% with Warfarin (included as reference). The project is also in the process of including other European jurisdictions. Conclusion/ImplicationsThe adopted approach was the simplest, yet most efficient and cost-effective method to ensure consistency in analysis and coherence with currently available governance systems of both safe havens. It can also be considered as an initialisation of developing infrastructure to support research using EHRs across the UK and EU.","https://ijpds.org/article/download/784/700",""
0,"Robert de Graaf","Promoting Your Data Science Work",2019,"Managing Your Data Science Projects","Apress","https://doi.org/10.1007/978-1-4842-4907-9_6","",221,"2025-02-06 14:28:58","book-chapter","10.1007/978-1-4842-4907-9_6","","",,,115,125,0,0.00,0,1,6,"","http://link.springer.com/content/pdf/10.1007/978-1-4842-4907-9_6",""
0,"","",2023,"INDONESIAN JOURNAL ON DATA SCIENCE","Universitas Jenderal Achmad Yani Yogyakarta","https://doi.org/10.30989/ijds.v1i1","",222,"2025-02-06 14:28:58","journal-issue","10.30989/ijds.v1i1","2987-7423","",1,1,,,0,0.00,0,0,2,"","",""
0,"","",2020,"Cloud Computing and Data Science","Universal Wiser Publisher Pte. Ltd","https://doi.org/10.37256/ccds.212021","",225,"2025-02-06 14:28:58","journal-issue","10.37256/ccds.212021","2737-4092","",,,,,0,0.00,0,0,5,"","",""
0,"Caroline Riché","Marketing &amp; Data Science",2018,"Management &amp; Data Science","Management et Data Science","https://doi.org/10.36863/mds.a.3646","",226,"2025-02-06 14:28:58","journal-article","10.36863/mds.a.3646","2555-7033","",,,,,0,0.00,0,1,7,"Les avancées technologiques conduisent les entreprises à développer un marketing piloté par les données client et les données marketing collectées. Dans ce contexte de transformation numérique, une orientation stratégique consiste à mieux anticiper et satisfaire les besoins et attentes des segments de consommateurs visés. Un data-driven marketing permet un marketing personnalisé et des offres contextualisées. Les actions marketing menées permettraient alors de construire ou d’entretenir un lien fort et durable avec les clients.","",""
0,"","The Data Science Road Map",2024,"The Data Science Handbook","Wiley","https://doi.org/10.1002/9781394234523.ch2","",228,"2025-02-06 14:28:58","other","10.1002/9781394234523.ch2","","",,,9,16,0,0.00,0,0,1,"","https://onlinelibrary.wiley.com/doi/pdf/10.1002/9781394234523.ch2",""
0,"Bhavani Thuraisngham, Murat Kantarcioglu, Latifur Khan","Data Science, COVID-19 Pandemic, Privacy, and Civil Liberties",2022,"Secure Data Science","CRC Press","https://doi.org/10.1201/9781003081845-22","",229,"2025-02-06 14:28:58","book-chapter","10.1201/9781003081845-22","","",,,249,259,0,0.00,0,3,3,"","",""
0,"Jesse Anderson","The Steps for Successful Big Data Projects",2020,"Data Teams","Apress","https://doi.org/10.1007/978-1-4842-6228-3_11","",231,"2025-02-06 14:28:58","book-chapter","10.1007/978-1-4842-6228-3_11","","",,,173,186,0,0.00,0,1,5,"","https://link.springer.com/content/pdf/10.1007/978-1-4842-6228-3_11",""
0,"","1 Data science: introduction",2020,"Data Science in Chemistry","De Gruyter","https://doi.org/10.1515/9783110629453-001","",232,"2025-02-06 14:28:58","book-chapter","10.1515/9783110629453-001","","",,,1,3,0,0.00,0,0,5,"","https://www.degruyter.com/view/book/9783110629453/10.1515/9783110629453-001.xml",""
0,"","",2022,"Cloud Computing and Data Science","Universal Wiser Publisher Pte. Ltd","https://doi.org/10.37256/ccds.412023","",234,"2025-02-06 14:28:58","journal-issue","10.37256/ccds.412023","2737-4092","",,,,,0,0.00,0,0,3,"","",""
0,"","",2024,"INDONESIAN JOURNAL ON DATA SCIENCE","Universitas Jenderal Achmad Yani Yogyakarta","https://doi.org/10.30989/ijds.v2i1","",235,"2025-02-06 14:28:58","journal-issue","10.30989/ijds.v2i1","2987-7423","",2,1,,,0,0.00,0,0,1,"","",""
0,"","Appendix – Programming Concepts for Data Science",2020,"Practical Data Science for Information Professionals","Facet","https://doi.org/10.29085/9781783303465.011","",236,"2025-02-06 14:28:58","other","10.29085/9781783303465.011","","",,,165,172,0,0.00,0,0,5,"","",""
0,"","",2022,"Cloud Computing and Data Science","Universal Wiser Publisher Pte. Ltd","https://doi.org/10.37256/ccds.432023","",237,"2025-02-06 14:28:58","journal-issue","10.37256/ccds.432023","2737-4092","",,,,,0,0.00,0,0,3,"","",""
0,"","",2023,"Cloud Computing and Data Science","Universal Wiser Publisher Pte. Ltd","https://doi.org/10.37256/ccds.422023","",238,"2025-02-06 14:28:58","journal-issue","10.37256/ccds.422023","2737-4092","",,,,,0,0.00,0,0,2,"","",""
0,"","",2023,"Cloud Computing and Data Science","Universal Wiser Publisher Pte. Ltd","https://doi.org/10.37256/ccds.512023","",239,"2025-02-06 14:28:58","journal-issue","10.37256/ccds.512023","2737-4092","",,,,,0,0.00,0,0,2,"","",""
0,"","Platform to Support Creative Teams in Complex Learning Projects",2015,"Communications in Computer and Information Science","Springer International Publishing","https://doi.org/10.1007/978-3-319-23766-4_60","",241,"2025-02-06 14:28:58","book-chapter","10.1007/978-3-319-23766-4_60","1865-0929","",,,757,766,0,0.00,0,0,10,"","http://link.springer.com/content/pdf/10.1007/978-3-319-23766-4_60",""
0,"uom uom","IFR data",2022,"Science Data Bank Datasets","Computer Network Information Center, Chinese Academy of Sciences","https://doi.org/10.11922/sciencedb.01369","",242,"2025-02-06 14:28:58","dataset","10.11922/sciencedb.01369","","",,,,,0,0.00,0,1,3,"","",""
0,"","Part III: Data Science for Business Stakeholders",2015,"Big Data MBA","Wiley","https://doi.org/10.1002/9781119238881.part03","",243,"2025-02-06 14:28:58","other","10.1002/9781119238881.part03","","",,,153,154,0,0.00,0,0,10,"","http://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2F9781119238881.part03",""
0,"Karen Kafadar","Statisticians’ Role in Ensuring Accuracy and Integrity of Federal Data",2020,"Harvard Data Science Review","MIT Press","https://doi.org/10.1162/99608f92.aeb6e98b","",244,"2025-02-06 14:28:58","journal-article","10.1162/99608f92.aeb6e98b","","",,,,,0,0.00,0,1,5,"","",""
0,"","Differences Between Business Intelligence and Data Science",2015,"Big Data MBA","Wiley","https://doi.org/10.1002/9781119238881.ch5","",246,"2025-02-06 14:28:58","other","10.1002/9781119238881.ch5","","",,,85,106,0,0.00,0,0,10,"","http://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2F9781119238881.ch5",""
0,"Xiao-Li Meng","From Bottle Shock to Future Shock: Everything Data Science and Data Science for Everyone",2025,"Harvard Data Science Review","MIT Press","https://doi.org/10.1162/99608f92.aab45e43","",248,"2025-02-06 14:28:58","journal-article","10.1162/99608f92.aab45e43","","",7,1,,,0,0.00,0,1,1,"","",""
0,"","",2024,"INDONESIAN JOURNAL ON DATA SCIENCE","Universitas Jenderal Achmad Yani Yogyakarta","https://doi.org/10.30989/ijds.v2i2","",249,"2025-02-06 14:28:58","journal-issue","10.30989/ijds.v2i2","2987-7423","",2,2,,,0,0.00,0,0,1,"","",""
0,"","Conclusion: Library, Information, and Data Science",2020,"Data Science for Librarians","Libraries Unlimited","https://doi.org/10.5040/9798400637865.0158","",250,"2025-02-06 14:28:58","other","10.5040/9798400637865.0158","","",,,145,155,0,0.00,0,0,5,"","",""
0,"Pamela B. Davis, Harry P. Selker","Role of Broadly Engaged Team Science in the Inclusion of Minority Populations as Research Participants and in All Roles on Research Teams",2022,"Broadly Engaged Team Science in Clinical and Translational Research","Springer International Publishing","https://doi.org/10.1007/978-3-030-83028-1_24","",251,"2025-02-06 14:28:58","book-chapter","10.1007/978-3-030-83028-1_24","","",,,225,229,0,0.00,0,2,3,"","https://link.springer.com/content/pdf/10.1007/978-3-030-83028-1_24",""
0,"Hossein Hossein","VPP Data",2022,"Science Data Bank Datasets","Computer Network Information Center, Chinese Academy of Sciences","https://doi.org/10.11922/sciencedb.o00074.00001","",252,"2025-02-06 14:28:58","dataset","10.11922/sciencedb.o00074.00001","","",,,,,0,0.00,0,1,3,"","",""
0,"Rajesh Jugulum","Data Science Stories",2021,"Common Data Sense for Professionals","Productivity Press","https://doi.org/10.4324/9781003165279-6","",253,"2025-02-06 14:28:58","book-chapter","10.4324/9781003165279-6","","",,,71,82,0,0.00,0,1,4,"","",""
0,"Ben Zauzmer","Oscar Seasons: The Intersection of Data and the Academy Awards",2020,"Harvard Data Science Review","MIT Press","https://doi.org/10.1162/99608f92.6230ce9f","",254,"2025-02-06 14:28:58","journal-article","10.1162/99608f92.6230ce9f","","",,,,,0,0.00,0,1,5,"","",""
0,"Ismael Caballero, Laure Berti-Equille, Mario Piattini","Towards Principled Data Science Assessment - The Personal Data Science Process (PdsP)",2015,"Proceedings of the 17th International Conference on Enterprise Information Systems","SCITEPRESS - Science and and Technology Publications","https://doi.org/10.5220/0005463703740378","",255,"2025-02-06 14:28:58","proceedings-article","10.5220/0005463703740378","","",,,374,378,0,0.00,0,3,10,"","",""
0,"","",2021,"Cloud Computing and Data Science","Universal Wiser Publisher Pte. Ltd","https://doi.org/10.37256/ccds.222021","",256,"2025-02-06 14:28:58","journal-issue","10.37256/ccds.222021","2737-4092","",,,,,0,0.00,0,0,4,"","",""
0,"","",2022,"Cloud Computing and Data Science","Universal Wiser Publisher Pte. Ltd","https://doi.org/10.37256/ccds.322022","",257,"2025-02-06 14:28:58","journal-issue","10.37256/ccds.322022","2737-4092","",,,,,0,0.00,0,0,3,"","",""
0,"","",2024,"Cloud Computing and Data Science","Universal Wiser Publisher Pte. Ltd","https://doi.org/10.37256/ccds.522024","",258,"2025-02-06 14:28:58","journal-issue","10.37256/ccds.522024","2737-4092","",,,,,0,0.00,0,0,1,"","",""
0,"","The Data Science Road Map",2017,"The Data Science Handbook","Wiley","https://doi.org/10.1002/9781119092919.ch2","",259,"2025-02-06 14:28:58","other","10.1002/9781119092919.ch2","","",,,9,17,0,0.00,0,0,8,"","https://api.wiley.com/onlinelibrary/tdm/v1/articles/10.1002%2F9781119092919.ch2",""
0,"","Data Science Applications: Six Examples",2022,"Data Science in Context","Cambridge University Press","https://doi.org/10.1017/9781009272230.006","",260,"2025-02-06 14:28:58","book-chapter","10.1017/9781009272230.006","","",,,47,60,0,0.00,0,0,3,"","",""
0,"Jennifer Chayes","Leading Data Science and Computing at UC Berkeley",2021,"Harvard Data Science Review","MIT Press","https://doi.org/10.1162/99608f92.12c8533a","",261,"2025-02-06 14:28:58","journal-article","10.1162/99608f92.12c8533a","","",,,,,0,0.00,0,1,4,"","",""
0,"","",2023,"INDONESIAN JOURNAL ON DATA SCIENCE","Universitas Jenderal Achmad Yani Yogyakarta","https://doi.org/10.30989/ijds.v1i2","",262,"2025-02-06 14:28:58","journal-issue","10.30989/ijds.v1i2","2987-7423","",1,2,,,0,0.00,0,0,2,"","",""
0,"","",2023,"Cloud Computing and Data Science","Universal Wiser Publisher Pte. Ltd","https://doi.org/10.37256/ccds.512024","",263,"2025-02-06 14:28:58","journal-issue","10.37256/ccds.512024","2737-4092","",,,,,0,0.00,0,0,2,"","",""
0,"David Madigan","Supra-disciplinary Data Science",2021,"Harvard Data Science Review","MIT Press","https://doi.org/10.1162/99608f92.5748b60f","",264,"2025-02-06 14:28:58","journal-article","10.1162/99608f92.5748b60f","","",,,,,0,0.00,0,1,4,"","",""
0,"Sach Mukherjee, Sylvia Richardson","The Future of Data Science",2020,"Harvard Data Science Review","MIT Press","https://doi.org/10.1162/99608f92.f09d7aa3","",265,"2025-02-06 14:28:58","journal-article","10.1162/99608f92.f09d7aa3","","",,,,,0,0.00,0,2,5,"","",""
0,"Stefan Sandfeld","A Brief History of Data and Data Science",2023,"The Materials Research Society Series","Springer International Publishing","https://doi.org/10.1007/978-3-031-46565-9_1","",266,"2025-02-06 14:28:58","book-chapter","10.1007/978-3-031-46565-9_1","2730-7360","",,,3,13,0,0.00,0,1,2,"","https://link.springer.com/content/pdf/10.1007/978-3-031-46565-9_1",""
0,"Michele Brocco, Yonata Andrelo Asikin","Employing Team Composition Strategies for Recommending Teams",2011,"2011 IEEE 11th International Conference on Data Mining Workshops","IEEE","https://doi.org/10.1109/icdmw.2011.182","",269,"2025-02-06 14:28:58","proceedings-article","10.1109/icdmw.2011.182","","",,,350,357,0,0.00,0,2,14,"","http://xplorestaging.ieee.org/ielx5/6136510/6137352/06137401.pdf?arnumber=6137401",""
0,"Bhavani Thuraisngham, Murat Kantarcioglu, Latifur Khan","Emerging Applications for Secure Data Science: Internet of Transportation Systems",2022,"Secure Data Science","CRC Press","https://doi.org/10.1201/9781003081845-30","",270,"2025-02-06 14:28:58","book-chapter","10.1201/9781003081845-30","","",,,393,399,0,0.00,0,3,3,"","",""
